,ctx-lh-LH_region_1,ctx-lh-LH_region_2,ctx-lh-LH_region_3,ctx-lh-LH_region_4,ctx-lh-LH_region_5,ctx-lh-LH_region_6,ctx-lh-LH_region_7,ctx-lh-LH_region_8,ctx-lh-LH_region_9,ctx-lh-LH_region_10,ctx-lh-LH_region_11,ctx-lh-LH_region_12,ctx-lh-LH_region_13,ctx-lh-LH_region_14,ctx-lh-LH_region_15,ctx-lh-LH_region_16,ctx-lh-LH_region_17,ctx-lh-LH_region_18,ctx-lh-LH_region_19,ctx-lh-LH_region_20,ctx-lh-LH_region_21,ctx-lh-LH_region_22,ctx-lh-LH_region_23,ctx-lh-LH_region_24,ctx-lh-LH_region_25,ctx-lh-LH_region_26,ctx-lh-LH_region_27,ctx-lh-LH_region_28,ctx-lh-LH_region_29,ctx-lh-LH_region_30,ctx-lh-LH_region_31,ctx-lh-LH_region_32,ctx-lh-LH_region_33,ctx-lh-LH_region_34,ctx-lh-LH_region_35,ctx-lh-LH_region_36,ctx-lh-LH_region_37,ctx-lh-LH_region_38,ctx-lh-LH_region_39,ctx-lh-LH_region_40,ctx-lh-LH_region_41,ctx-lh-LH_region_42,ctx-lh-LH_region_43,ctx-lh-LH_region_44,ctx-lh-LH_region_45,ctx-lh-LH_region_46,ctx-lh-LH_region_47,ctx-lh-LH_region_48,ctx-lh-LH_region_49,ctx-lh-LH_region_50,ctx-lh-LH_region_51,ctx-lh-LH_region_52,ctx-lh-LH_region_53,ctx-lh-LH_region_54,ctx-lh-LH_region_55,ctx-lh-LH_region_56,ctx-lh-LH_region_57,ctx-lh-LH_region_58,ctx-lh-LH_region_59,ctx-lh-LH_region_60,ctx-lh-LH_region_61,ctx-lh-LH_region_62,ctx-lh-LH_region_63,ctx-lh-LH_region_64,ctx-lh-LH_region_65,ctx-rh-RH_region_1,ctx-rh-RH_region_2,ctx-rh-RH_region_3,ctx-rh-RH_region_4,ctx-rh-RH_region_5,ctx-rh-RH_region_6,ctx-rh-RH_region_7,ctx-rh-RH_region_8,ctx-rh-RH_region_9,ctx-rh-RH_region_10,ctx-rh-RH_region_11,ctx-rh-RH_region_12,ctx-rh-RH_region_13,ctx-rh-RH_region_14,ctx-rh-RH_region_15,ctx-rh-RH_region_16,ctx-rh-RH_region_17,ctx-rh-RH_region_18,ctx-rh-RH_region_19,ctx-rh-RH_region_20,ctx-rh-RH_region_21,ctx-rh-RH_region_22,ctx-rh-RH_region_23,ctx-rh-RH_region_24,ctx-rh-RH_region_25,ctx-rh-RH_region_26,ctx-rh-RH_region_27,ctx-rh-RH_region_28,ctx-rh-RH_region_29,ctx-rh-RH_region_30,ctx-rh-RH_region_31,ctx-rh-RH_region_32,ctx-rh-RH_region_33,ctx-rh-RH_region_34,ctx-rh-RH_region_35,ctx-rh-RH_region_36,ctx-rh-RH_region_37,ctx-rh-RH_region_38,ctx-rh-RH_region_39,ctx-rh-RH_region_40,ctx-rh-RH_region_41,ctx-rh-RH_region_42,ctx-rh-RH_region_43,ctx-rh-RH_region_44,ctx-rh-RH_region_45,ctx-rh-RH_region_46,ctx-rh-RH_region_47,ctx-rh-RH_region_48,ctx-rh-RH_region_49,ctx-rh-RH_region_50,ctx-rh-RH_region_51,ctx-rh-RH_region_52,ctx-rh-RH_region_53,ctx-rh-RH_region_54,ctx-rh-RH_region_55,ctx-rh-RH_region_56,ctx-rh-RH_region_57,ctx-rh-RH_region_58,ctx-rh-RH_region_59,ctx-rh-RH_region_60,ctx-rh-RH_region_61,ctx-rh-RH_region_62,ctx-rh-RH_region_63,ctx-rh-RH_region_64,ctx-rh-RH_region_65
ctx-lh-LH_region_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,-0.047,-0.025,0.039,0.071,-0.031,0.07,0.007,-0.038,-0.088,0.01,-0.005,0.092,0.079,-0.017,0.021,-0.055,-0.115,-0.041,0.039,-0.053,0.037,0.035,0.096,0.09,0.032,0.072,0.027,-0.037,0.019,0.076,0.005,0.041,0.009,0.018,-0.01,0.026,0.076,0.054,-0.019,-0.009,0.065,-0.023,-0.008,0.093,-0.025,-0.09,-0.102,-0.034,-0.056,-0.01,-0.059,-0.045,-0.077,-0.13,-0.027,0.016,0.032,0.002,-0.042,0.003,-0.005,0.021,0.007,0.064,0.051,0.014,-0.102,-0.035,0.067,0.026,0.009,-0.013,0.041,0.056,0.095,0.124,-0.001,0.008,-0.032,-0.145,-0.062,-0.023,-0.031,-0.055
ctx-lh-LH_region_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085,0.072,-0.05,-0.015,0.107,0.032,-0.058,0.059,-0.029,-0.096,-0.036,-0.098,-0.091,0.022,-0.011,-0.025,0.013,0.029,0.002,-0.029,0.024,0.026,-0.023,-0.03,-0.058,-0.102,-0.081,0.132,0.096,0.003,-0.006,0.037,0.016,-0.01,-0.006,-0.052,-0.069,-0.03,-0.044,-0.039,0.005,-0.013,0.003,-0.056,0.091,0.053,-0.017,-0.008,0.129,0.137,0.08,0.135,0.155,0.032,0.064,0.011,-0.044,-0.018,0.048,0.095,-0.023,0.081,-0.04,0.028,0.066,0.023,0.107,0.043,-0.064,-0.059,-0.006,0.054,-0.044,-0.01,-0.069,0.054,-0.074,-0.047,-0.011,0.055,0.03,-0.01,0.039,0.011
ctx-lh-LH_region_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,-0.036,-0.192,-0.049,-0.139,-0.054,0.02,-0.009,-0.062,-0.017,-0.035,0.008,-0.082,-0.101,0.005,0.073,0.057,-0.032,-0.009,0.048,0.005,-0.062,-0.142,-0.029,-0.072,-0.026,0.057,0.024,-0.023,-0.011,-0.073,0.006,0.03,0.019,-0.053,-0.084,0.057,-0.077,0.042,0.049,-0.095,0.003,0.065,-0.04,-0.041,-0.095,0.052,0.088,-0.014,0.023,0.069,0.086,0.077,0.055,0.078,0.006,-0.138,-0.143,0.006,-0.07,0.004,-0.015,-0.173,-0.127,0.052,0.081,0.066,0.014,-0.014,-0.096,-0.049,-0.047,-0.04,-0.002,-0.018,-0.181,-0.036,-0.107,0.068,0.002,0.022,0.125,-0.088
ctx-lh-LH_region_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.001,0.026,-0.016,-0.018,0.058,0.056,-0.001,0.11,-0.087,0.018,0.01,-0.016,0.063,0.091,-0.015,0.063,0.072,0.058,0.024,-0.01,0.017,0.054,0.001,0.06,0.105,-0.016,-0.093,-0.023,0.094,0.035,-0.041,-0.096,0.006,-0.003,0.001,0.014,-0.018,0.013,0.072,0.036,-0.098,0.074,0.045,-0.04,0.015,0.035,0.073,0.021,-0.042,-0.045,0.063,0.003,0.068,0.039,-0.009,0.012,0.058,-0.007,0.057,-0.001,0.005,-0.045,0.099,0.084,0.131,-0.041,0.013,0.104,-0.002,-0.035,-0.02,-0.064,-0.036,-0.076,0.076,0.029,0.055,-0.013,0.061,-0.059,-0.017
ctx-lh-LH_region_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,-0.023,0.032,0.122,-0.039,-0.102,-0.068,-0.074,-0.011,-0.093,-0.145,-0.011,-0.078,-0.003,0.053,-0.147,0.03,-0.009,0.067,0.037,0.079,0.068,0.049,-0.015,-0.033,0.049,0.001,-0.018,-0.069,-0.004,0.046,0.057,-0.093,-0.15,-0.009,-0.11,0.029,-0.05,-0.124,-0.039,0.105,-0.135,-0.127,-0.018,-0.09,0.0,-0.123,-0.06,0.037,0.079,0.002,-0.045,-0.031,-0.076,0.043,-0.021,-0.097,-0.011,0.117,0.068,-0.049,-0.01,0.095,-0.059,-0.018,-0.038,0.009,-0.09,-0.074,0.016,-0.01,0.017,0.052,-0.048,-0.0,-0.038,-0.144,0.007,0.043,0.105,-0.051
ctx-lh-LH_region_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,-0.038,0.013,-0.018,-0.104,0.065,-0.034,0.055,0.025,0.019,-0.128,-0.132,-0.098,0.001,0.148,0.064,-0.11,-0.028,0.064,0.033,0.114,0.069,0.081,0.015,-0.022,0.062,-0.01,-0.016,0.002,0.049,-0.009,-0.002,-0.028,0.002,0.145,-0.055,-0.033,0.051,0.019,-0.045,-0.19,-0.095,-0.13,-0.129,-0.059,0.017,-0.022,0.059,0.032,0.027,0.036,0.053,-0.011,0.073,-0.055,-0.055,0.073,-0.052,0.073,-0.103,-0.085,-0.009,0.07,-0.02,-0.081,-0.003,0.036,0.087,0.135,0.042,0.062,0.067,-0.113,-0.094,-0.055,-0.034,0.012,-0.115,0.058,-0.034
ctx-lh-LH_region_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.058,0.042,-0.012,-0.085,-0.009,-0.15,-0.087,-0.03,0.023,0.006,0.01,-0.103,0.036,0.024,-0.077,-0.008,0.003,0.063,0.019,-0.004,0.079,0.085,-0.071,-0.012,-0.037,-0.012,-0.06,0.079,-0.04,0.034,-0.052,0.065,0.105,-0.006,-0.047,0.059,0.018,0.087,0.015,-0.007,0.021,-0.014,0.028,-0.002,0.017,-0.062,-0.013,-0.029,0.016,0.026,-0.029,0.014,0.061,0.077,0.025,0.14,-0.036,0.075,0.093,0.085,0.057,0.056,0.073,0.085,-0.047,0.043,0.016,-0.039,0.01,-0.042,0.03,0.068,0.047,-0.055,-0.0,0.01,-0.156,-0.006
ctx-lh-LH_region_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,0.081,-0.085,-0.071,-0.055,-0.128,-0.082,-0.009,0.013,-0.054,-0.058,0.068,0.106,0.046,-0.112,0.086,0.066,0.088,0.045,0.063,0.014,0.094,-0.044,-0.012,-0.0,-0.021,-0.008,-0.078,-0.046,0.056,-0.069,-0.035,0.109,-0.002,-0.04,0.012,-0.069,-0.054,-0.019,-0.044,-0.05,-0.078,0.11,0.011,0.057,0.093,0.105,0.048,0.049,0.129,-0.019,0.078,0.003,0.061,0.031,-0.004,0.052,-0.032,-0.065,0.062,0.039,-0.064,0.028,-0.037,-0.009,0.06,0.013,-0.021,-0.011,-0.062,-0.113,-0.059,-0.005,0.007,-0.02,-0.074,-0.002,-0.047
ctx-lh-LH_region_53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004,-0.118,-0.071,-0.061,-0.04,0.056,-0.117,0.149,-0.086,-0.005,-0.062,-0.017,-0.017,0.031,-0.071,-0.033,0.037,-0.007,-0.002,-0.046,0.0,0.088,-0.041,0.028,-0.025,-0.079,-0.029,0.085,-0.052,-0.023,-0.015,0.005,-0.103,-0.016,-0.038,0.013,-0.016,-0.021,0.026,-0.004,-0.025,0.051,0.032,-0.029,-0.022,-0.0,-0.018,-0.061,0.0,-0.059,-0.0,-0.013,-0.074,-0.044,0.089,0.052,0.037,0.047,-0.069,0.001,-0.048,-0.074,-0.059,-0.094,-0.114,-0.024,-0.06,0.011,0.058,-0.034,0.07,-0.049,-0.034,0.006,0.028,-0.012,0.04
ctx-lh-LH_region_54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012,0.041,0.068,-0.031,-0.09,0.041,-0.051,0.049,0.123,-0.094,-0.146,-0.037,0.072,-0.094,-0.078,-0.047,-0.054,-0.008,-0.084,-0.096,-0.052,0.07,0.093,0.03,0.054,0.035,0.039,-0.03,0.064,0.063,-0.112,-0.036,0.091,-0.017,-0.022,0.03,0.01,0.01,0.175,0.152,0.067,-0.051,0.041,0.005,-0.007,-0.022,-0.156,-0.187,-0.046,-0.018,-0.005,-0.023,-0.004,0.139,-0.058,0.03,0.116,-0.084,-0.123,-0.021,-0.007,0.03,0.007,0.079,0.008,0.012,0.037,0.056,0.034,0.097,-0.019,0.046,0.193,0.102,-0.043,-0.031
ctx-lh-LH_region_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,0.011,0.021,-0.074,-0.009,-0.032,-0.005,0.071,0.015,-0.062,0.069,0.07,-0.137,0.007,-0.132,-0.031,-0.075,-0.059,0.017,-0.076,0.021,0.056,-0.07,0.108,0.009,-0.015,0.035,0.043,-0.019,-0.06,-0.064,0.066,-0.009,-0.093,0.125,-0.083,0.007,-0.011,-0.013,0.014,-0.102,0.044,0.06,0.076,0.006,0.024,-0.073,-0.009,-0.064,-0.084,0.031,-0.036,0.035,-0.11,-0.038,-0.035,-0.069,-0.025,0.039,-0.072,0.037,-0.027,0.071,-0.092,0.036,-0.052,0.109,-0.12,0.031,-0.039,-0.01,0.071,0.061,0.066,-0.122
ctx-lh-LH_region_56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.03,0.061,-0.025,-0.018,-0.045,-0.083,-0.066,0.058,-0.041,-0.004,0.024,0.019,0.056,0.083,0.056,0.052,0.022,0.02,0.042,0.025,0.115,-0.003,0.055,0.073,0.039,0.026,-0.069,0.111,-0.05,0.026,0.024,0.071,0.005,-0.097,0.005,-0.153,-0.084,-0.043,0.04,-0.038,-0.004,-0.052,0.017,0.009,0.064,0.035,0.038,-0.02,-0.021,0.03,-0.137,-0.089,0.074,-0.121,-0.062,0.071,-0.014,0.005,0.01,0.102,0.009,0.1,0.097,0.116,0.076,0.104,-0.054,0.005,0.025,-0.06,0.015,-0.016,-0.058
ctx-lh-LH_region_57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.007,-0.061,0.107,0.02,0.036,-0.008,-0.013,-0.012,0.073,0.047,0.056,0.038,0.058,-0.007,-0.011,0.028,0.056,0.091,0.16,0.074,0.059,0.044,0.011,0.044,0.035,-0.028,0.045,-0.044,0.054,-0.032,0.066,-0.069,0.044,0.018,-0.0,0.032,0.115,0.026,0.001,0.043,0.033,-0.012,0.04,0.068,-0.02,0.058,0.061,-0.098,0.011,0.011,-0.097,0.018,-0.023,-0.049,0.053,-0.016,-0.028,-0.041,-0.027,-0.014,0.035,0.064,0.087,0.121,-0.023,0.048,0.045,0.035,0.021,-0.036,0.089,0.029
ctx-lh-LH_region_58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,-0.054,-0.034,-0.019,0.013,0.037,0.104,0.088,-0.036,0.014,0.006,0.088,0.128,0.075,0.075,-0.041,-0.006,-0.022,-0.063,0.014,0.047,0.026,-0.021,0.069,0.0,-0.122,0.106,0.038,0.024,0.026,0.068,-0.029,-0.098,-0.03,-0.158,-0.107,-0.108,-0.005,-0.122,-0.073,-0.026,-0.07,-0.001,0.025,0.088,0.015,-0.087,-0.052,-0.04,-0.142,-0.013,0.019,-0.137,0.028,-0.029,-0.026,-0.059,-0.047,0.03,-0.081,0.041,0.025,0.061,0.032,0.013,-0.072,-0.02,0.021,-0.172,-0.034,0.019,-0.009
ctx-lh-LH_region_59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049,0.006,-0.147,-0.103,-0.07,0.127,0.04,0.142,-0.04,0.063,0.02,0.125,0.076,0.146,-0.036,-0.047,0.025,0.023,0.088,0.026,0.028,0.011,0.009,0.158,-0.07,0.062,-0.047,0.081,0.018,0.158,0.038,-0.07,0.02,-0.048,-0.078,0.024,0.037,-0.031,-0.049,-0.124,-0.037,-0.013,-0.024,0.076,-0.017,-0.029,-0.043,0.079,-0.023,-0.101,0.009,-0.066,0.023,-0.051,-0.006,-0.031,0.026,0.047,-0.074,0.151,0.058,0.099,0.009,0.019,-0.085,-0.009,-0.022,-0.092,-0.041,0.023,-0.055
ctx-lh-LH_region_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117,0.032,0.092,-0.015,0.027,-0.045,-0.074,-0.134,-0.133,-0.091,-0.058,-0.093,-0.035,0.107,0.01,0.004,0.003,-0.094,0.024,-0.029,-0.021,0.032,-0.001,0.048,0.018,-0.082,-0.033,-0.001,0.022,-0.026,-0.01,0.022,0.029,0.038,0.089,0.008,0.063,0.086,0.076,0.003,0.039,-0.014,0.044,0.07,-0.027,0.067,0.057,0.078,-0.126,0.018,0.023,-0.03,0.054,-0.084,0.01,-0.124,-0.115,-0.01,-0.054,-0.024,-0.052,0.021,-0.019,0.041,-0.024,-0.031,0.069,-0.012,0.01,-0.087
ctx-lh-LH_region_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.078,0.092,0.079,-0.067,-0.014,-0.004,0.025,-0.06,-0.025,-0.036,0.042,-0.022,0.065,-0.074,0.023,0.031,-0.011,0.088,-0.064,0.059,0.091,-0.087,0.01,-0.043,-0.02,-0.095,-0.016,-0.04,-0.043,-0.082,0.021,-0.064,-0.062,-0.023,-0.004,0.075,0.099,0.032,0.047,0.006,-0.04,0.002,0.002,-0.011,0.03,0.022,0.011,-0.006,-0.163,-0.037,0.11,-0.028,-0.033,0.011,0.004,-0.036,0.026,-0.064,0.039,-0.035,0.015,-0.167,-0.016,0.017,-0.071,0.018,-0.008,0.095,-0.03
ctx-lh-LH_region_62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,-0.011,0.013,0.04,-0.011,-0.105,-0.072,-0.068,-0.042,-0.012,0.023,0.093,-0.047,0.033,0.043,-0.047,0.041,0.098,0.005,0.009,0.08,0.068,0.032,0.006,0.023,0.04,0.1,0.022,-0.071,-0.052,0.072,-0.03,0.025,-0.049,0.042,0.025,0.065,-0.011,-0.007,-0.075,0.05,0.072,-0.023,0.018,0.052,0.083,-0.088,-0.049,-0.012,-0.088,0.03,-0.089,-0.047,0.091,-0.084,0.033,-0.071,-0.021,0.037,0.063,-0.061,0.037,0.084,0.004,0.059,0.088,0.012,-0.029
ctx-lh-LH_region_63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,-0.094,-0.013,0.083,-0.01,-0.012,-0.118,-0.014,-0.067,-0.045,0.138,-0.01,0.066,0.033,0.076,0.091,0.026,0.047,0.054,-0.112,-0.067,-0.031,-0.03,0.005,-0.034,-0.005,-0.004,0.069,0.039,-0.046,0.038,0.05,-0.009,0.042,0.066,0.18,0.11,-0.008,0.079,-0.015,-0.026,0.022,0.087,-0.013,0.054,-0.029,-0.128,-0.001,-0.022,0.104,0.027,-0.043,-0.025,-0.005,0.033,-0.035,-0.007,-0.009,0.05,-0.056,-0.001,0.029,0.022,0.061,0.026,0.146,0.008
ctx-lh-LH_region_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011,0.028,-0.056,0.012,-0.082,0.061,0.043,0.075,0.014,-0.073,0.037,0.005,-0.041,-0.019,-0.03,0.056,-0.002,-0.059,-0.017,0.049,-0.029,-0.01,0.062,-0.028,0.015,0.125,-0.019,-0.031,0.025,-0.054,0.003,-0.06,-0.094,-0.013,-0.075,-0.061,-0.005,-0.013,-0.016,0.016,0.078,-0.019,-0.01,0.096,0.023,0.033,0.027,-0.047,-0.053,-0.022,-0.123,0.047,0.028,-0.01,0.036,-0.04,0.012,0.036,0.075,0.002,-0.026,-0.065,0.029,0.041,0.061,-0.047
ctx-lh-LH_region_65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,0.017,-0.034,0.008,-0.047,-0.009,-0.081,-0.114,-0.161,0.037,0.091,0.128,0.091,0.006,0.069,0.097,-0.019,0.055,0.035,-0.043,-0.099,0.081,-0.048,-0.008,0.034,0.063,0.006,0.026,0.092,0.037,-0.062,0.011,0.024,-0.106,-0.086,-0.076,-0.034,-0.081,0.037,0.111,-0.017,0.033,0.099,-0.145,0.121,0.109,-0.064,-0.164,0.037,0.073,-0.03,0.034,-0.026,0.078,0.069,0.102,0.138,0.093,-0.041,0.003,-0.063,0.043,-0.117,0.02,0.049
ctx-rh-RH_region_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,-0.012,0.008,-0.021,-0.072,-0.004,-0.053,-0.095,0.025,0.004,0.05,0.002,0.032,0.009,0.079,-0.026,-0.011,-0.018,-0.046,0.042,0.017,0.023,0.003,-0.05,0.03,0.05,0.049,0.092,0.076,0.004,-0.075,0.015,-0.026,-0.069,-0.053,-0.138,-0.018,-0.032,-0.002,-0.097,-0.032,0.017,0.038,0.026,0.042,-0.029,-0.081,0.037,0.113,-0.019,-0.012,-0.112,0.017,-0.034,-0.012,0.043,0.017,0.018,-0.03,0.029,0.007,0.005,0.066,0.007
ctx-rh-RH_region_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.053,0.004,0.062,0.049,0.058,-0.005,-0.022,0.005,-0.031,-0.045,-0.016,0.088,-0.019,0.028,-0.016,-0.03,0.105,-0.059,-0.094,0.077,0.004,-0.034,0.003,-0.025,-0.012,0.028,-0.01,0.013,-0.029,-0.063,-0.044,-0.014,-0.009,0.039,0.021,0.086,0.002,0.12,0.034,0.028,-0.006,-0.014,-0.125,-0.029,0.067,0.076,-0.011,-0.062,-0.058,0.012,0.005,-0.001,0.03,-0.048,-0.014,-0.074,0.015,0.023,-0.009,0.008,0.048,-0.081
ctx-rh-RH_region_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,-0.006,-0.018,0.009,-0.078,-0.018,0.052,0.012,0.02,-0.029,0.019,-0.046,0.081,-0.041,-0.058,-0.039,-0.14,-0.003,-0.044,-0.099,-0.019,0.051,-0.026,0.024,0.034,-0.008,0.046,-0.096,0.077,0.099,0.027,0.057,-0.057,-0.046,-0.06,0.066,-0.012,0.006,0.038,0.022,0.09,0.005,0.005,0.027,-0.144,-0.09,-0.112,0.028,0.003,-0.069,-0.019,-0.023,0.009,0.027,-0.105,-0.076,-0.033,-0.096,0.031,-0.034,-0.007,0.059
ctx-rh-RH_region_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.044,-0.013,-0.048,-0.055,0.012,-0.013,-0.068,-0.04,-0.05,-0.016,-0.039,0.016,-0.063,-0.029,-0.047,-0.016,-0.005,-0.021,-0.025,0.011,0.012,-0.053,-0.086,-0.045,0.008,-0.036,-0.053,0.022,0.039,-0.013,-0.011,-0.111,0.022,0.031,-0.071,-0.016,-0.02,-0.074,-0.014,0.052,0.012,-0.055,-0.088,-0.048,-0.003,-0.054,-0.023,-0.037,-0.084,-0.071,-0.08,-0.012,0.126,-0.115,-0.069,-0.024,-0.045,-0.067,0.035,-0.064
ctx-rh-RH_region_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.004,-0.086,-0.06,0.067,-0.01,0.052,0.02,-0.016,0.018,0.08,-0.048,-0.05,-0.012,0.033,-0.026,-0.027,-0.023,-0.051,0.039,-0.101,-0.046,-0.037,-0.057,-0.002,-0.057,0.022,0.034,-0.042,0.011,-0.033,-0.001,-0.084,0.044,0.017,-0.105,0.047,0.029,0.104,-0.012,-0.006,0.079,-0.022,-0.042,-0.014,-0.081,-0.008,-0.078,0.054,0.04,0.089,0.004,-0.016,-0.056,-0.01,-0.146,-0.101,-0.083,0.048,0.011
ctx-rh-RH_region_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004,-0.067,-0.143,0.103,0.024,0.061,0.065,-0.001,-0.016,0.132,-0.024,-0.07,-0.114,0.02,-0.001,-0.064,-0.093,-0.082,-0.053,-0.01,0.032,-0.048,-0.062,0.054,-0.009,-0.014,-0.037,-0.01,-0.029,-0.1,-0.043,-0.024,0.021,-0.008,-0.079,-0.033,-0.002,0.005,0.024,-0.0,0.012,-0.039,-0.035,0.013,-0.075,0.017,-0.078,0.039,0.045,0.015,0.047,0.104,-0.052,-0.042,-0.064,-0.101,0.01,0.123,0.046
ctx-rh-RH_region_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.024,0.097,-0.014,0.043,-0.016,0.012,-0.007,0.057,-0.014,-0.044,-0.049,0.041,-0.01,0.005,-0.031,-0.053,0.015,-0.068,-0.016,-0.03,-0.048,0.002,-0.014,-0.024,0.006,0.035,0.02,0.013,0.004,-0.053,0.059,-0.027,-0.108,-0.041,-0.024,0.029,0.041,-0.021,0.036,0.024,-0.034,0.056,-0.086,-0.007,-0.092,0.007,0.017,0.06,-0.012,0.051,0.005,-0.078,-0.049,-0.137,-0.052,0.034,-0.033
ctx-rh-RH_region_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.105,0.056,0.036,0.078,-0.064,0.068,-0.019,0.048,-0.064,-0.023,-0.105,-0.006,-0.04,-0.012,-0.086,-0.019,-0.021,0.008,0.087,-0.005,0.023,0.063,-0.072,0.003,0.061,0.06,0.0,-0.053,-0.067,-0.03,0.024,-0.082,-0.098,-0.059,-0.089,0.024,0.009,0.033,-0.03,-0.004,0.036,0.059,-0.135,-0.006,-0.104,-0.003,-0.036,-0.014,0.007,0.086,0.023,-0.084,-0.046,-0.019,-0.086,0.061,-0.022
ctx-rh-RH_region_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.122,0.055,0.038,0.085,-0.009,0.084,0.077,-0.086,0.042,0.082,-0.129,0.014,0.043,-0.061,-0.01,0.104,0.136,0.024,0.205,0.128,0.102,-0.096,0.014,0.013,0.019,-0.043,-0.188,-0.165,-0.101,-0.087,0.16,-0.017,0.027,0.145,-0.061,0.069,0.122,0.014,-0.106,-0.011,0.029,0.039,-0.054,0.011,0.008,-0.005,-0.03,0.003,0.09,0.124,0.018,0.096,0.163,0.118,-0.046,-0.001
ctx-rh-RH_region_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,-0.079,-0.033,-0.033,0.002,-0.106,0.0,-0.019,0.013,-0.058,-0.014,-0.05,-0.043,-0.07,0.014,-0.039,-0.042,-0.031,-0.036,-0.026,-0.078,-0.029,-0.033,-0.102,-0.054,0.012,0.029,-0.055,0.008,0.077,0.097,-0.011,0.015,0.048,-0.038,0.011,0.129,-0.076,-0.017,-0.096,0.022,0.021,0.12,0.085,0.003,-0.008,-0.097,-0.023,-0.044,0.006,-0.092,0.04,0.036,0.009,-0.034
